Gank,CRM LocationCode,CRM Location Name,Text to identify Mall,Text to identify Merchant,ZipCode to identify Mall,GST to identify Merchant
526,L0630850227,BUGIS JUNCTION - SUMIRE YAKITORI HOUSE,BUGIS JUNCTION,SUMIRE YAKITORI HOUSE|GST REG NO: 201305138R|FAX: +65 6338 9953|NO. 80 MIDDLE ROAD,188966,201305138R
527,L1801900477,LOT ONE - WORLD OF SPORTS,LOT ONE|LOT 1|21 CHOA CHU KANG AVE 4,VGO INTER|WORLD OF SPORTS|TEL: 6764 7215,689812,201628885E
528,L2403840005,BEDOK MALL - BREADTALK / TOAST BOX,BEDOK MALL|311 NEW UPPER CHANGI ROAD,BREADTALK|GST REGN. 20-0003528-M|ROC REGN. 200003528M|WWW.BREADTALKREWARDS.COM,467360,200003528M
531,L22064050481,THE STAR VISTA - IMAKATSU,THE STAR VISTA| 1 VISTA EXCHANGE GREEN,IMAKATSU|TEL6148|GST REG NO 20141019E,138617,20141019E
534,L57054190594,RAFFLES CITY SINGAPORE - PAPERMARKET,RAFFLES CITY|252 NORTH BRIDGE RD,PAPERMARKET|TEL: 6333 9007|GST REG NO.: 200904113R|WWW.PAPERMARKET.COM.SG,179103,200904113R
535,L05088302301,IMM BUILDING - LOU YAU TASTE OF MALAYSIA,IMM BUILDING|2 JURONG EAST ST 2,LOU YAU|LOU YAU BEAN SPROUTS CHICKEN|TEL: 65673533|GST REG NO. 201209880R,609601,201209880R
536,L5751670613,RAFFLES CITY SINGAPORE - THAI EXPRESS BISTRO,RAFFLES CITY|252 NORTH BRIDGE ROAD,THAIEXPRESS|FAX/TEL: 6883 1490|GST REG. NO.: 20-0002490-D,179103,200002490D
538,L16010280283,BUKIT PANJANG PLAZA - SIAM KITCHEN,BUKIT PANJANG PLAZA|1 JELEBU ROAD,SIAM KITCHEN|TEL: 6765 8839|GST REG NO. 199802820-G,677743,199802820G
540,L05068662568,IMM BUILDING - H OUTLET,IMM BUILDING|2 JURONG EAST ST. 21,OUTLET 360|TEL: 65634071|GST REGN NO: 200511297K,609601,200511297K
542,L0201270394,JUNCTION 8 - CRABTREE & EVELYN,JUNCTION 8,CRABTREE & EVELYN|62593978|GST REG NO. 19-9901745-Z,579837,199901745Z
543,L16067980331,BUKIT PANJANG PLAZA - VALU$,BUKIT PANJANG PLAZA|1 JELEBU ROAD,DD PTE LTD|GST REG NO. 200513660G,,200513660G
546,L57112480671,RAFFLES CITY SINGAPORE - SUFOOD,RAFFLES CITY|252 NORTH BRIDGE ROAD,SUFOOD|TEL: 6333 5338|GST NO: 201400646C,,201400646C
547,L0226380364,JUNCTION 8 - IPOH LOU YAU BEAN SPROUTS CHICKEN,JUNCTION 8|9 BISHAN PLACE,LOU YAU BEAN SPROUTS CHICKEN|TEL: 6258 3323|GST REG NO. 201209880R,579837,201209880R
548,L0213800100,JUNCTION 8 - ETUDE HOUSE,JUNCTION 8,EH SG|ETUDE HOUSE|8806199444388|CO/GST NO: 200107846H|TEL:62557470|WWW.ETUDE.SG,188021,200107846H
550,L2400080168,BEDOK MALL - MCDONALD'S,BEDOK MALL|311 NEW UPPER CHANGI ROAD,MCDONALD'S|UNIT 01-10/11|HANBAOBAO|GST REGN NO: M2-0023981-4,467360,M200239814
551,L2529240270,WESTGATE - PAUL,WESTGATE,PAUL|GST REGISTRATION NUMBER:201103352E|UNIT 01-05/05A,,201103352E
552,L03000080655,TAMPINES MALL - MCDONALD'S,TAMPINES MALL|4 TAMPINES CENTRAL 5,MCDONALD'S|TEL: 6781 2654|HANBAOBAO|GST REGN NO: M2-0023981-4,529510,M200239814
553,L0302100413,TAMPINES MALL - BEAUTY LANGUAGE,TAMPINES MALL|4 TAMPINES CENTRAL 5,BEAUTY LANGUAGE|GST REG NO: 201103695M,529510,201103695M
555,L2400230097,BEDOK MALL -  BEE CHENG HIANG,BEDOK MALL,BEE CHENG HIANG|GST: M200703774,,M200703774
557,L5751260140,RAFFLES CITY SINGAPORE - PRECIOUS THOTS,RAFFLES CITY|252 NORTHBRIDGE ROAD,PRECIOUS THOTS|#02-17/18/19|PHONE: 6332 1494|FAX: 6338 8062|GST REG. NO.: GST M9-0007909-T,179103,M90007909T
561,L0300980375,TAMPINES MALL - HAAGEN-DAZS,TAMPINES MALL|4 TAMPINES CENTRAL 5,HAAGEN-DAZS|65-6789 9336|GST REG NO. M2-0051945-X,529510,M20051945X
563,L22087000438,THE STAR VISTA - GYU-KAKU JAPANESE BBQ,THE STAR VISTA|1 VISTA EXCHANGE GREEN,GYU-KAKU|TEL: 6735-4001|GST NO. 20-0408426M,138617,200408426M
565,L22076230357,THE STAR VISTA - GREENDOT  SMOOTHIE HOUSE,THE STAR VISTA|1 VISTA EXCHANGE GREEN,GREEN DOT ASIAM FUSION|#01-33/K2|TEL: 6702 2221,138617,
567,L09067980376,JCUBE - VALU$,JCUBE|2 JURONG EAST CENTRAL 1,DD PTE LTD|GST REG NO. 200513660G,,200513660G
569,L2123460349,BUGIS+ - BERSHKA,BUGIS+|190 MACPHERSON ROAD,BERSHKA|MONTEZ|GST NO: M200781503,348548,M200781503
570,L25068940636,WESTGATE - THE EDITOR'S MARKET,WESTGATE|3 GATEWAY DRIVE,THE EDITOR'S MARKET|GST NO: 201709487M,608532,201709487M
573,L25038820576,WESTGATE - ORBIS,WESTGATE|3 GATEWAY DRIVE,ORBIS ASIA PACIFIC HEADQUARTER|TEL NO.: 65 6397 5011|CO. REG. NO: 201317584E,608532,
585,L04062250007,PLAZA SINGAPURA - OLD STREET BAK KUT TEH . YOU TIAO . SOYA MILK,PLAZA SINGAPURA|68 ORCHARD ROAD,OLD STREET BAK KU TEH (PS)|GST REG NO: 201432936Z,238839,201432936Z
586,L0713210121,SEMBAWANG SHOPPING CENTRE - HEI SUSHI,SEMBAWANG SHOPPING CENTRE|604 SEMBAWANG ROAD,KUSHI SUSHI,758459,
596,L24000780309,BEDOK MALL - FOUR LEAVES,BEDOK MALL,FOUR LEAVES|CO. REG. NO: 198003150E|GST REG NO: M2-0040287-1|TEL: 6385 3022,467360,M200402871
597,L24073730282,BEDOK MALL - HOME-FIX,BEDOK MALL|311 NEW UPPER CHANGI ROAD,HOME-FIX D.I.Y|CO REG NO/GST NO. 200006780Z,467360,200006780Z
599,L2412570139,BEDOK MALL - KIYO,BEDOK MALL|311 NEW UPPER CHANGI ROAD,KIYO|#B1-68/69/70|PHONE : 67024185|VAT REG. NO. 199302605H,467360,199302605H
167,L04064340515,PLAZA SINGAPURA - SORELLA,PLAZA SINGAPURA|68 ORCHARD ROAD,SORELLA|TEL: 62648984|GST REG NO: 19-9805501-W,238839,199805501-W
187,L0631130797,BUGIS JUNCTION - MUJI,BUGIS JUNCTION|200 VICTORIA STREET,MUJI SING|PHONE: +65-6336 7885|FAX: +65-6336 7285,188021,200300025H
193,L1802100512,LOT ONE - BEAUTY LANGUAGE,LOT ONE|LOT 1|21 CHOA CHU KANG AVE 4,BEAUTY LANGUAGE|TEL: 6894 2823|FAX: 6894 2823|GST REG NO:201103695M|WWW.BEAUTYLANGUAGE.COM,689812,201103695M
194,L1600120030,BUKIT PANJANG PLAZA - ROYAL SPORTING HOUSE,BUKIT PANGJANG PLAZA,RSH SING|ROYAL SPORTING HOUSE|CO.REG 199409417M|GST REG NO 19-9409417-M|TEL. NO. 6769-9376,,199409417M
209,L2531580346,WESTGATE - OSAKA OHSHO,WESTGATE|3 GATEWAY DRIVE,OSAKA OHSHO|GST REG: M90370629T|TEL. NO. 6465 9383,608532,M90370629T
222,L2500100100,WESTGATE - PIZZA HUT,WESTGATE|2 GATEWAY DRIVE,PIZZA HUT|GST REG NO:M2-0114109-5|WWW.PIZZAHUTGUESTSURVEY.COM.SG,608532,M201141095
229,L07067980248,SEMBAWANG SHOPPING CENTRE - VALU$,SEMBAWANG SHOPPING CENTRE,DD PTE|E-MAIL: DDPTELTD@GMAIL.COM|GST REG NO:200712138N,758459,200712138N
230,L07026580366,SEMBAWANG SHOPPING CENTRE - CHALLENGER MINI,SEMBAWANG SHOPPING CENTRE|604 SEMBAWANG ROAD,CHALLENGER|CHALLENGER TECHNOLOGIES|ROC NO.: 198400182K|GST NO.: M2- 0063230-3|@ CHALLENGER,758459,M200632303
235,L05065171948,IMM BUILDING - HUSH PUPPIES OUTLET (APPAREL),IMM BUILDING,HUSH PUPPIES OUTLET|AROUND THE SHOE OUTLET|TEL: 6896-1201|GST: M2-0065777-2,,M200657772
236,L0700140290,SEMBAWANG SHOPPING CENTRE - WATSONS,SEMBAWANG SHOPPING CENTRE SSC,WATSONS|GST REG : M2-0077257-1|BUS REG NO. 198702314R,,M200772571
237,L06082420364,BUGIS JUNCTION - DANRO & JUHAO XIAO LONG BAO,BUGIS JUNCTION,MOF @ BUG|GST NO:20-0606534-M TEL.63386466,,200606534M
242,L0700510212,SEMBAWANG SHOPPING CENTRE - POPULAR,SEMBAWANG SHOPPING CENTRE,POPULAR|POPULAR BOOK COMPANY|GST REG MR-8500027-X|POPULAR AND URBANWRITE,554360,MR8500027X
246,L15080490615,THE ATRIUM@ORCHARD - NANJING IMPRESSIONS,PLAZA SINGAPURA|THE ATRIUM@ORCHARD|68 ORCHARD ROAD,NANJING DAPAIDANG|TEL NO: 6352 7877|GST REG NO.: 201328810K,238839,201328810K
249,L1807830454,LOT ONE - FOOD JUNCTION,LOT ONE|LOT 1,FOOD JUNCTION|FU XIANG F&B PTE LTD|GST REG NO: 200901062E,,200901062E
251,L0501120021,IMM BUILDING - BALITHAI,IMM BUILDING|2 JURONG EAST 21,BALI THAI @|TEL: +65 6560 5660|GST REGNO: M289220330|WWW.BALITHAI.COM.SG,609601,M289220330
259,L02031580325,JUNCTION 8 - OSAKA OHSHO,JUNCTION 8|9 BISHAN PLACE,OSAKA OHSHO|#02-34/35/35A|GST REG: M90370629T,579837,M90370629T
269,L22084820588,THE STAR VISTA -,THE STAR VISTA,LAO HUO TANG|GST NO.: 2016282386,,2016282386
272,L2226900172,THE STAR VISTA - J-MART,THE STAR VISTA|1VISTA EXCHANGE GREEN,J-MART|GST: 201127682H,138617,201127682H
280,L0300280005,TAMPINES MALL - GNC LIVE WELL,TAMPINES MALL,GNC LIVE WELL|6781 8360|ONI GLOBAL|RCB/GST #200106977R|OSIM INTERNATIONAL,,200106977R
281,L05070572613,IMM BUILDING - LIAN PENG BAK KUT TEH,IMM BUILDING|JURONG EAST ST 21,LIAN PENG BAK KUT TEH|GST NO: 201131356K,609601,201131356K
282,L1612420058,BUKIT PANJANG PLAZA - BOON LAY GEMS,BUKIT PANJANG PLAZA|1 JELEBU ROAD,BOON LAY GEMS|TEL: 6762 8341|FAX: 6762 8340|GST REG. NO.:M2-0071834-8|CO.REG.NO.: 198502488R,677743,M200718348
283,L1600080056,BUKIT PANJANG PLAZA - MCDONALD'S,BUKIT PANJANG PLAZA|1 JELEBU ROAD,MCDONALD'S BPP BRANCH|TEL: 6892 8572|HANBAOBAO|GST REGN NO: M2-0023981-4,677743,M200239814
294,L2560310302,WESTGATE - YVES ROCHER,WESTGATE,YVES ROCHER|LUXYR COSMETICS|GST REG NO.: 201332680K|CO REG NO.: 201332680K,,201332680K
317,L03078400662,TAMPINES MALL - BAKE CHEESE TART,TAMPINES MALL|4 TAMPINES CENTRAL 5,BAKE CHEESE TART|#B1-K7A|TEL: +65 6920 1928|GST REG. NO. : 201541251N|IG:@BAKECHEESETART_SG,529510,201541251N
321,L0314410563,TAMPINES MALL - SINGTELSHOP,TAMPINES MALL|4 TAMPINES CENTRAL 5,SINGTEL SHOP|#02-13/14/15|GST REG. NO. M2-0089417-X,529509,M20089417X
327,L0300230012,TAMPINES MALL -  BEE CHENG HIANG,TAMPINES MALL,BEE CHENG HIANG|TEL: 6781 7877|GST: 201305925G,,201305925G
332,L0602140603,BUGIS JUNCTION - AJISEN JAPANESE RESTAURANT,BUGIS JUNCTION|200 VICTORIA STREET,AJISEN JAPANESE,188024,199707251G
333,L0505641666,IMM BUILDING - NEW BALANCE OUTLET,IMM BUILDING|2 JURONG EAST STREET|IMM|609601,NEW BALA|GST REG NO: M2-0051485-8,609601,M200514858
337,L0429870005,PLAZA SINGAPURA - GNC,PLAZA SINGAPURA,GNC LIVE WELL|6837 0508|ONI GLOBAL|RCB/GST #200106977R|OSIM INETR,,200106977R
347,L0511731537,IMM BUILDING - HOE KEE,IMM BUILDING|2 JURONG EAST ST 21,HOE KEE HARDWARE|TEL: 6566 3929|FAX: 6566 0293|WWW.HOEKEE.COM.SG|GST REG NO:M2-0071926-3|CO REG NO: 198502580D,609501,M200719263
348,L04085510073,PLAZA SINGAPURA - LET'S MEAT UP,PLAZA SINGAPURA|68 ORCHARD ROAD,LET'S MEAT UP|TEL: 6835 7832|GST REG. NO.: 201302451Z,238839,201302451Z
353,L21038160505,BUGIS+ - TEMT,BUGIS+|201 VICTORIA STREET,TEMT ST-BGS|#02-25/26/27,188067,
354,L03080120452,TAMPINES MALL - POH HENG,TAMPINES MALL,POH HENG JEWELLERY|WWW.POHHENG.COM.SG|COREGNO : 195100114R|GSTREGNO: M2-0001837-X,,M20001837X
355,L0527322021,IMM BUILDING - BOSSINI OUTLET,IMM BUILDING|2 JURONG EAST ST 21,BOSSINI|J&R BOSSINI FASHION|TEL:6565 1693|GST REG NO:M200747887,609098,M200747887
357,L0529642116,IMM BUILDING - G2000 OUTLET,IMM BUILDING|2 JURONG EAST ST 21,G2000|G2000 OUTLET,609601,200511297K
358,L0920660076,JCUBE - OLDTOWN WHITE COFFEE,JCUBE|2 JURONG EAST CENTRAL 1,OLDTOWN|GST REG NO: 200719451C|TEL: 6684 4404|FAX: 6684 3204,609731,200719451C
366,L0701910173,SEMBAWANG SHOPPING CENTRE - ESPRIT OUTLET,SEMBAWANG SHOPPING CENTRE,ESPRIT|TEL:68533065|CO.REG NO.:198500846H|GST M2-0069892-4,,M200698924
370,L0505881539,IMM BUILDING - SIM SIANG CHOON,IMM BUILDING|2 JURONG EAST STREET 21,SIM SIANG CHOON HARDWARE (S)|TEL: 65836493|FAX: 85841541|CO.REG.NO.: 199402436M|GST REG. NO.:M201200962,609601,M201200962
371,L0300940253,TAMPINES MALL - MOTHERCARE,TAMPINES MALL|4 TAMPINES CENTRAL 5,MOTHERCARE|MOTHERCARE (S)|HOTLINE: 6692 9880|CO.REGISTRATION NO. : 198500605W|GST REGISTRATION NO : M2-0069653-X,529510,M20069653X
380,L0300780019,TAMPINES MALL - FOUR LEAVES,TAMPINES MALL|4 TAMPINES CENTRAL 5,FOUR LEAVES|GST REG NO: M2-0040287-1|TEL/FAX:6788 5056,529510,M200402871
386,L2226210153,THE STAR VISTA - WRAP & ROLL,THE STAR VISTA|1 VISTA EXCHANGE GREEN,WRAP& ROLL|GST REG NO. 201135300G,,201135300G
393,L1600280008,BUKIT PANJANG PLAZA - GNC LIVE WELL,BUKIT PAJANG PLAZA,GNC LIVE WELL|6769 6795|ONI GLOBAL|RCB/GST #200106977R|OSIM INETRNATIONAL,,200106977R
395,L0505561637,IMM BUILDING - LONG BEACH IMM SEAFOOD RESTAURANT,IMM BUILDING|JURONG EAST ST 21,LONG BEACH SEAFOOD|REG. NO. 199103880N|TEL: 65669933|FAX: 63386398|GST REG NO.M2-0101205-8,,M201012058
397,L0903020120,JCUBE - THE MANHATTAN FISH MARKET,JCUBE|2 JURONG EAST CENTRAL 1,THE MANHATTAN FISH MARKET|TEL:+65 6684 4208|FAX:+65 6684 4209|GST NO: 20-0502699-H|EVENTS@MANHATTANFISHMARKET.COM,609731,200502699H
405,L25072270720,WESTGATE - LADY M CONFECTIONS,WESTGATE|3 GATEWAY DRIVE,LADY M @|TEL: +65 6250 8993|EMAIL:CS@LADYM.COM.SG|GST REG. NO.: 201313768G,608532,201313768G
408,L25022860744,WESTGATE - LANEIGE,WESTGATE|3 GATEWAY DRIVE,LNG-WEST|LANEIGE|TEL: 6252 2434|GST NO: 200107846H,608532,200107846H
410,L2226720236,THE STAR VISTA - YOUMENYA GOEMON,THE STAR VISTA|1 VISTA EXCHANGE GREEN,YOUMENYA GOEMON|PHONE/FAX: 6694 3570|REG NO: 200501519R|1519-R,138617,200501519R
411,L04072240506,PLAZA SINGAPURA - SEORAE,PLAZA SINGAPURA,SEORAE|GST REG NO: 201526433E,238839,201526433E
412,L09001831000,JCUBE - DAISO JAPAN,JCUBE,DAISO JAPAN|ROC T02FC6208E|GST REG: F0-0006208N,,F00006208N
424,L0202380113,JUNCTION 8 - GG<5,JUNCTION 8,GG<5 JUNC|#02-05/06|TEL: 67342693|GST REG. NO. M2-00316657,,M200316657
425,L2526750121,WESTGATE - BROTZEIT  GERMAN BIER BAR & RESTAURANT,WESTGATE|3 GATEWAY DRIVE,BROTZEIT|TEL: 64659874|FAX: 64659873|CO. REG. NO: 200609823C|GST REG NO: 200609823C,608532,200609823C
428,L0402290180,PLAZA SINGAPURA - SECRET RECIPE,PLAZA SINGAPURA|68 ORCHARD ROAD,SECRET RECIPE|TEL: 63419909|FAX: 63419949|GST REG NO 200908575W|SECRETRECIPE.COM.SG,,200908575W
429,L0009659992,JCUBE - JCUBE,JCUBE|2 JURONG EAST CENTRAL 1,OFFER N SAVE|SUPERSTORE|GST REG NO: 52880896J,609731,52880896J
430,L2226780239,THE STAR VISTA - ROCK GIFTS AND BOOK CENTRE,THE STAR VISTA|1 VISTA EXCHANGE GREEN,ROCK GIFTS AND BOOK|TEL NO: 66943007|GST REG NO: 19-9804091-D|WWW.ROCKONLINE.SG,138617,199804091-D
438,L09065730653,JCUBE - EIGHTEEN CHEFS,JCUBE|2 JURONG EAST CENTRAL 1,EIGHTEEN CHEFS|TEL: 6334 3606|GST REG NO:200703692R,609711,200703692R
444,L16064340095,BUKIT PANJANG PLAZA - SORELLA,BUKIT PANJANG PLAZA|BT PANJANG ATRIUM,SORELLA BT|GST REG NO: 19-9805501-W,,199805501W
449,L57RCSFM05,RAFFLES CITY SINGAPORE - MIKUNI,RAFFLES CITY SINGAPORE|2 STAMFORD ROAD,FAIRMONT|MIKUNI|GSTREGNO:M2-0089636-0|REG. NOS. 53087342K,178882,M200896360
452,L15038160438,THE ATRIUM@ORCHARD - TEMT,PLAZA SINGAPURA|68 ORCHARD ROAD,TEMT ST-PSP|ST-PSP #01-54,238839,
453,L07071060365,SEMBAWANG SHOPPING CENTRE - LA PASTIFICIO,SEMBAWANG SHOPPING CENTRE|604 SEMBAWANG ROAD,LA PASTIFICIO|TEL: 6570 6991|GST REG NO:201113328K,,201113328K
454,L05076682689,IMM BUILDING - THE ORANGE LANTERN,IMM BUILDING,THE ORANGE LANTERN|TEL: 68962640,,
464,L02038160436,JUNCTION 8 - TEMT,JUNCTION 8|9 BISHAN PLACE,TEMT ST-JCT|#02-41/42,579837,
466,L25065210442,WESTGATE - THE LEARNING LAB,WESTGATE,THE LEARNING LAB|WWW.THELEARNINGLAB.COM.SG,,
469,L06068350687,BUGIS JUNCTION - MOOKATA,BUGIS JUNCTION|200 VICTORIA STREET,MOOKATA|TRADITIONAL THAI BBQ|GST NO: 200905082R,188021,200905082R
470,L0203670341,JUNCTION 8 - COTTON ON,JUNCTION 8|9 BISHAN PLACE,COTTON ON|01-43/44|TELEPHONE: +65 6250 6242|GST NUMBER: 200616872D,579937,200616872D
471,L05078662756,IMM BUILDING - NOVELA OUTLET,IMM BUILDING|2 JURONG EAST STREET 21,NOVELA|TEL NO.: 65643173|GST REG.NO.:201205310H,,201205310H
472,L2428110185,BEDOK MALL - CHOC SPOT,BEDOK MALL|311 NEW UPPER CHANGI ROAD,CHOC SPOT|TEL: 6702 4094|GST NO: M2-0102325-4,467360,M201023254
473,L0300170048,TAMPINES MALL - GIORDANO,TAMPINES MALL,GIORDANO ORIGINALS|CO.REGN NO: 198103792H|GST REGN NO: M2-0043563-0|TELEPHONE: 65137269|WWW.GIORDANO.COM.SG,,M200435630
474,L0200230021,JUNCTION 8 -  BEE CHENG HIANG,JUNCTION 8,BEE CHENG HIANG|TEL: 6353 5455|GST: 201308172K|BCH@BCH.COM.SG,,201308172K
480,L05062962339,IMM BUILDING - CAFE O,IMM BUILDING|2 JURONG EAST STREET 21,CAFE 0|TEL: 6899 1181|FAX:6899 1191,,M90344326G
481,L2226770252,THE STAR VISTA - AWFULLY CHOCOLATE,THE STAR VISTA|1 VISTA EXCHANGE GREEN,AWFULLY CHOCOLATE|GST REG. NO. : 199805627D,,199805627D
482,L0002659993,JUNCTION 8 - JUNCTION 8,JUNCTION 8,TEPPAN-YAKI|GST REG NO: 199501289G,,199501289G
483,L2431690160,BEDOK MALL - PLAYE,BEDOK MALL,PLAY-E PTE|PHONE: 68449626|GST REG. NO.: 201523435W,,201523435W
485,L0300540217,TAMPINES MALL - JEAN YIP HUB,TAMPINES MALL,JEAN YIP HUB|#03-13/14/K1|CO. REG. NO.: 199000011G|GST M2-0090646-2,,M200906462
491,L15015990619,THE ATRIUM@ORCHARD - T K FOTO,PLAZA SINGAPURA|THE ATRIUM@ORCHARD|68 ORCHARD ROAD,T K FOTO TECHNIC|TEL: 6338 5905|FAX: 6338 5890|REG NO: 200809540W|GST NO: 200809540W,238839,200809540W
493,L03014140394,TAMPINES MALL - M1,TAMPINES MALL|4 TAMPINES CENTRAL 5,M1 SHOP::M1|GST REG. NO. M9-0003294-P|BRN: #199601952W,,M90003294P
495,L0501770083,IMM BUILDING - ZTP,IMM BUILDING|2 JURONG EAST STREET 21,ZTP GINSENG|ZTP GINSENG BIRDNEST|TEL: 6560 1215,609601,199804873R
496,L05077162373,IMM BUILDING - SORELLA OUTLET,IMM BUILDING|JURONG EAST ST 21,SORELLA|TEL: 65650586|GST REG NO: 19-9805501-W,609601,199805501W
499,L05076752599,IMM BUILDING - CROCS OUTLET,IMM BUILDING|2 JURONG EAST STREET 21,CROCS|TEL NO. 6569 5248|GST REG. NO. 201005805R|WWW.CROCS.COM,609601,201005805R
501,L57RCSFM03,RAFFLES CITY SINGAPORE - ASIAN MARKET CAF,RAFFLES CITY SINGAPORE|2 STAMFORD ROAD,ASIAN MARKET|GSTREGNO:M2-0089636-0|REG. NO. 53087342K,178882,M200896360
506,L04073120019,PLAZA SINGAPURA - TEPPEI SYOKUDO,PLAZA SINGAPURA|68 ORCHARD ROAD,TEPPEI SYOKUDO|GST NO:201436703E,238839,201436703E
507,L57069570801,RAFFLES CITY SINGAPORE - MANGO,RAFFLES CITY SINGAPORE|252 NORTH BRIDGE RD,MANGO|RSH SING|PHONE65 62502306,179103,
508,L57RCSSS03,RAFFLES CITY SINGAPORE - KOPI TIAM,RAFFLES CITY SINGAPORE|2 STAMFORD ROAD,SWISSOTEL THE STAMFORD|KOPI TIAM|GSTREGNO:M2-0089636-0,178882,M200896360
511,L06079670167,BUGIS JUNCTION - NBC STATIONERY & GIFTS,BUGIS JUNCTION|200 VICTORIA STREET,NBC STATIONERY & GIFTS|TEL: 63390793|CO.REG.NO: 198304042G|GST REG NO : M2-0062390-8,186021,M200623908
513,L04082330179,PLAZA SINGAPURA - LEGO CERTIFIED STORE (BRICKS WORLD),PLAZA SINGAPURA|68 ORCHARD ROAD,BRIX STA|BRICKS WORLD|PHONE: 62388252|FAX: 62388252|GST REG. NO.: 20-0201189-R,238839,200201189R
515,L1528000346,THE ATRIUM@ORCHARD - BANGKOK JAM,PLAZA SINGAPURA|THE ATRIUM@ORCHARD|68 ORCHARD ROAD,BANGKOK JAM|MANAGED BY CREATIVEEATERIES|TEL: 65 6341 9188,238839,
516,L16028900248,BUKIT PANJANG PLAZA -  (SHAN CHENG),BUKIT PANJANG PLAZA|1 JELEBU ROAD,SHAN CHENG|#01-56/57,677743,
522,L02076600206,JUNCTION 8 - MINISO,JUNCTION 8,MINISO|GST REGISTRATION NO:201534263Z|MINISO SG|WWW.MINISO.COM|INFO@MINISO.COM,,201534263Z
529,L04067620522,PLAZA SINGAPURA - GYOZA-YA,PLAZA SINGAPURA|68 ORCHARD ROAD,GYOZA-YA|TEL: 62668311|GST REG NO: 201431387K,238839,201431387K
530,L0602240372,BUGIS JUNCTION - SASA,BUGIS JUNCTION|200 VICTORIA STREET,SA SA COSMETIC [BJ2]|TEL:63369180|FAX:63364282|GST REG. NO. 19-9701568-C,,199701568C
532,L16027760350,BUKIT PANJANG PLAZA - NENE CHICKEN,BUKIT PANJANG PLAZA|1 JELEBU ROAD,NENE CHICKEN|TEL: 6769 5883|GST & CO.REG NO:200916227W,677743,200916227W
541,L0600200281,BUGIS JUNCTION - CHARLES & KEITH,BUGIS JUNCTION|200 VICTORIA STREET,CHARLES & KEITH|PHONE NO: +(65) 63380537|GST REGISTRATION: 200802300D|CUSTOMERS@CHARLESKEITH.COM,188021,200802300D
545,L5750750165,RAFFLES CITY SINGAPORE - GIORDANO LADIES,RAFFLES CITY,GIORDANO LADIES|CO.REGN NO:198103792H|GST REGN NO:M2-0043563-0,,M200435630
549,L06068330918,BUGIS JUNCTION - AMORE FITNESS & BOUTIQUE SPA,BUGIS JUNCTION,AMORE BOUTIQUE SPA|TEL NO: 63366822|GST NO 19-8700512-K|I AM AMORE|I AM MORE,,198700512K
554,L0700250195,SEMBAWANG SHOPPING CENTRE - PET LOVERS CENTRE,SEMBAWANG SHOPPING CENTRE,PET LOVERS CENTRE|TEL: 1800-PETFOOD|GST REG : M2-0032541-9|WWW.PETLOVERSCENTRE.COM,,M200325419
556,L5753410588,RAFFLES CITY SINGAPORE - ROYCE',RAFFLES CITY|SINGAPORE 179103,ROYCE|ROYCE CONFECT|TEL: 6336 4811|GST REG. NO.: 20-0005529R,179103,200005529R
558,L0902270143,JCUBE - THAI EXPRESS,JCUBE|2 JURONG EAST CENTRAL 1,THAIEXPRESS|TEL:66844909|GST REG NO.200711627G,609731,200711627G
562,L0417110492,PLAZA SINGAPURA - KAI SUSHI & GRILL,PLAZA SINGAPURA,KAI SUSHI AND GRILL|GST NO: 200613899R|TEL: 6299 1661|MOBILE:9455 3953,,200613899R
564,L0529412104,IMM BUILDING - POPEYES,IMM BUILDING|2 JURONG EAST STREET 21,POPEYES|TEL: 65695805|GST REG: 200910800E|WWW.TELLPOPEYESSINGAPORE.COM,609601,200910800E
568,L0600250644,BUGIS JUNCTION - PET LOVERS CENTRE,BUGIS JUNCTION|BUGIS BRANCH,PET LOVERS CENTRE|TEL: 1800-PETFOOD|GST REG : M2-0032541-9|WWW.PETLOVERSCENTRE.COM,,M200325419
571,L0301210421,TAMPINES MALL - STARHUB,TAMPINES MALL|4 TAMPINES CENTRAL 5,STARHUB|STARHUB LTD|GST:M9-0005650-C,,M90005650C
574,L05009281284,IMM BUILDING - THE COFFEE BEAN & TEA LEAF,IMM BUILDING|2 JURONG EAST ST 21,THE COFFEE BEAN & TEA LEAF|TEL: 6896 1781|GST REG NO: 19-9605163-K,609601,199605163K
575,L07076600248,SEMBAWANG SHOPPING CENTRE - MINISO,SEMBAWANG SHOPPING CENTRE,MINISO|WWW.MINISO.COM|INFO@MINISO.COM|MINISO SG|GST REGISTRATION NO:201534263Z,,201534263Z
576,L06035430989,BUGIS JUNCTION - MONSTER CURRY,BUGIS JUNCTION|SINGAPORE 188021,MONSTER CURRY|GST REG NO.201709348W|TEL NO.: 62661708,188021,201709348W
579,L06028000361,BUGIS JUNCTION - BANGKOK JAM,BUGIS JUNCTION|200 VICTORIA STREET,BANGKOK JAM|MANAGED BY CREATIVEEATERIES|TEL: 65 6337 3777|GST REG NO: 199802820-G,188021,199802820G
582,L0613800501,BUGIS JUNCTION - ETUDE HOUSE,BUGIS JUNCTION|200 VICTORIA STREET,EH SG|ETUDE HOUSE|CO/GST NO: 200107846H|TEL:62557470|WWW.ETUDE.COM|ETUDE.SING,188021,200107846H
